issue_id|post_id|proposed_values_id
196752930|274902098|1
196752930|274909462|1
196752930|274939669|1
196752930|275147387|1
196752930|275173321|1
196752930|275176801|1
196752930|275235177|10
196752930|275425006|1
196752930|275516369|1
196752930|275546269|12
196752930|275561218|1
196752930|275611370|1
196752930|277022565|1
196752930|280529977|1
196752930|280889905|1
196752930|286815228|1
196752930|286990199|1
196752930|287069639|1
196752930|287082805|1
196752930|287781704|1
196752930|287862076|1
196752930|287872054|1
196752930|290180228|1
196752930|310829402|1
196752930|310834975|1
196752930|310893021|1
196752930|321884714|1
196752930|321902170|1
196752930|329156068|1
196752930|355799396|1
196752930|355824563|1
196990571|196990571|1
196990571|196990571|1
196990571|268599654|1
197002714|197002714|1
197002714|197002714|1
197002714|270044044|1
197076991|197076991|1
197076991|197076991|6
197076991|268698377|1
197076991|268739553|1
197076991|268917901|1
197076991|268996306|1
197076991|269452602|1
197076991|269472147|1
197076991|269755209|1
197166589|197166589|1
197166589|197166589|1
197166589|269006302|1
197166589|269078729|1
197166589|269085528|1
197166589|270119504|1
197455470|197455470|1
197455470|197455470|22
197455470|269076547|1
197455470|269077987|1
197455470|269078825|1
197455470|269078838|3
197455470|269078973|1
197455470|269082212|3
197455470|269082232|1
197455470|269085705|1
197455470|269096191|1
197620561|197620561|1
197620561|197620561|1
197620561|269267323|1
197697393|197697393|1
197697393|197697393|1
197697393|269336184|1
197991995|197991995|1
197991995|197991995|1
197991995|269631795|1
198083690|198083690|1
198083690|198083690|1
198083690|269777728|1
198083690|269817492|1
198083690|269873713|1
198083690|269877428|1
198083690|269881457|1
198083690|269921682|5
198083690|269922044|1
198083690|271698920|1
198083690|272428425|1
198083690|277844885|1
198083690|277845507|1
198083690|279727611|1
198083690|292791158|1
198083690|332552970|1
198083690|332567298|1
198083690|332574839|1
198133532|198133532|1
198133532|198133532|1
198133532|269816785|1
198133532|269841286|1
198133532|269864277|1
198272223|198272223|1
198272223|198272223|1
198272223|269909624|1
198272223|269914054|1
198272223|269914082|1
198272223|269914265|1
198357907|198357907|1
198357907|198357907|1
198357907|269999663|1
198357907|270000041|1
198357907|270000562|1
198357907|270001195|1
198357907|270001571|1
198357907|270012723|1
198357907|270031766|1
198363581|198363581|1
198363581|198363581|1
198363581|270350239|1
198385991|198385991|1
198385991|198385991|1
198385991|270026204|1
198385991|270027138|1
198385991|270029812|1
198554532|198554532|1
198554532|198554532|1
198554532|270501971|1
198554532|270518077|1
198554532|352958168|1
198557480|198557480|1
198557480|198557480|1
198557480|270213490|1
198557480|270378274|1
198614905|198614905|1
198614905|198614905|1
198614905|270279333|1
198614905|270279673|1
198614905|270280999|1
198614905|270331105|1
198614905|270357699|1
198614905|270500831|1
198614905|270505423|1
198614905|270609584|1
198614905|270616898|1
198614905|270645653|1
198614905|270647865|1
198614905|270926819|1
198614905|270935451|1
198773335|198773335|1
198773335|198773335|1
198773335|270443136|1
198773335|270444422|1
198773335|270444863|1
198773335|270798099|1
198773335|270801693|15
198962452|198962452|1
198962452|198962452|1
198962452|270995815|1
198962452|281157558|1
198962452|285988310|1
198962452|286068996|1
199105724|199105724|1
199105724|199105724|1
199105724|271467745|10
199105724|271645993|10
199105724|468452301|1
199324538|199324538|1
199324538|199324538|1
199324538|280697504|1
199498894|199498894|1
199498894|199498894|1
199498894|271567934|1
199498894|271576560|1
199498894|271611325|1
199498894|326794107|1
199498894|331351131|1
199498894|341836699|1
199498894|359277785|1
199915937|199915937|1
199915937|199915937|1
199915937|271681947|1
199915937|280403827|1
199915937|285894393|1
199915937|312894945|1
199915937|378094494|1
200290171|200290171|1
200290171|200290171|1
200290171|272121869|1
200290171|272127895|1
200290171|272131270|1
200290171|272131555|1
200290171|272132415|1
200290171|272165563|1
200290171|272193990|1
200290171|272219018|1
200290171|274282360|1
200290171|274284343|1
200434984|200434984|1
200434984|200434984|1
200434984|272238426|1
200434984|272266347|1
200434984|272724182|6
200434984|272743578|1
200434984|272744493|1
200434984|272744560|1
200434984|272806878|1
200434984|272818917|6
200434984|272832760|1
200646566|200646566|1
200646566|200646566|1
200646566|272460153|1
200646566|272495579|1
200646566|274133798|1
201032443|201032443|1
201032443|201032443|1
201032443|272899517|1
201032443|272905065|1
201404188|201404188|1
201404188|201404188|1
201404188|273313873|1
202297854|202297854|1
202297854|202297854|1
202297854|277583778|1
202297854|277593658|1
202338454|202338454|1
202338454|202338454|1
202338454|274286924|1
202338454|274303308|1
202338454|274304569|10
202338454|274336059|16
202338454|274336678|1
202338454|274343327|1
202338454|274352034|1
202338454|283767421|1
202338454|283769238|1
202338454|283769661|1
202338454|283771140|1
202338454|404916945|1
202338454|404934815|1
202338454|404960714|1
202338454|404970015|1
202338454|405089919|1
202338454|407476572|1
202338454|451776009|10
202356523|202356523|1
202356523|202356523|2
202356523|274305287|1
202374192|202374192|1
202374192|202374192|1
202374192|274323110|1
202374192|274425076|1
202374192|301118667|1
202374192|301231719|1
202374192|380000840|1
202374192|380115324|1
202867420|202867420|1
202867420|202867420|5
202867420|274859249|1
202867420|274862733|1
202867420|275619328|5
202867420|277636389|1
203372395|203372395|1
203372395|203372395|1
203372395|281455363|1
203372395|281486325|1
203372395|281495985|1
203372395|281519278|2
203372395|281519278|5
203372395|282364501|2
203372395|282364501|5
203372395|282374209|1
203372395|282438067|1
203372525|203372525|1
203372525|203372525|1
203372525|280405023|1
203372790|203372790|1
203372790|203372790|1
203372790|283905669|1
203372790|283910626|1
203372790|284044391|1
203372790|284051754|1
203500150|203500150|1
203500150|203500150|1
203500150|275530025|1
203500150|275535675|1
203500150|275561420|1
203983895|203983895|1
203983895|203983895|13
203983895|203983895|18
203983895|276045954|1
203983895|276046324|13
203983895|388524478|1
203985514|203985514|1
203985514|203985514|1
203985514|276041491|1
203985514|276042411|1
203985514|276077656|1
203985514|276110447|1
203985514|276113437|1
203985514|276114046|1
203985514|276114811|1
203985514|276116711|1
203985514|276120508|1
203985514|310571002|1
203985514|357077956|17
204095592|204095592|1
204095592|204095592|1
204095592|276358169|1
204095592|277581169|1
204095592|279131955|1
204357105|204357105|1
204357105|204357105|1
204357105|276425338|1
204357105|276428285|1
204357105|378095688|1
204471189|204471189|1
204471189|204471189|1
204471189|276546135|1
204471189|276547039|1
204471189|276551132|1
204471189|276559197|1
204471189|276696054|1
204471189|276805044|1
204473808|204473808|1
204473808|204473808|1
204473808|276576258|1
204473808|276577362|1
205237429|205237429|1
205237429|205237429|10
205390762|205390762|1
205390762|205390762|5
205390762|277489918|1
205417396|205417396|1
205417396|205417396|1
205417396|277578952|1
205417396|277653729|1
205417396|277666824|1
205417396|277742312|1
205417396|277771217|1
205417396|277911845|1
205417396|277960766|1
205417396|277976041|1
205417396|337114707|1
205458049|205458049|1
205458049|205458049|1
205458049|278179492|1
205458049|278838646|1
205664583|205664583|1
205664583|205664583|1
205664583|277795803|1
205664583|277904776|1
205664583|277955741|1
205664583|278059151|1
205664583|280761983|1
205664583|280850355|10
205664583|280881319|1
205664583|280881582|1
205664583|280929033|1
206031063|206031063|1
206031063|206031063|1
206031063|278618196|1
206034121|206034121|1
206034121|206034121|10
206034121|283728467|1
206034121|284057574|1
206034121|284462351|1
206034121|284472480|1
206034121|285155882|1
206034121|286834397|1
206096690|206096690|1
206096690|206096690|1
206096690|279209754|1
206193253|206193253|1
206193253|206193253|1
206193253|278642573|1
206193253|278707957|1
206466885|206466885|1
206466885|206466885|1
206466885|278617657|1
206466885|278652494|1
206466885|278655117|6
206466885|278657161|1
206466885|278658444|1
206466885|278678742|1
206466885|278732049|1
206466885|278905610|1
206466885|278914158|6
206583691|206583691|1
206583691|206583691|1
207742051|207742051|1
207742051|207742051|1
208251280|208251280|1
208251280|208251280|1
208251280|280470433|1
208251280|280472343|1
208398234|208398234|1
208398234|208398234|1
208663048|208663048|1
208663048|208663048|1
208663048|378103718|1
209162888|209162888|1
209162888|209162888|1
209162888|281481857|1
209162888|281502649|1
209162888|284706178|1
209162888|284707450|1
209162888|299602128|1
209162888|299627053|1
209223697|209223697|1
209223697|209223697|1
209883201|209883201|1
209883201|209883201|1
209883201|283120241|1
209883201|284360380|1
209883201|285652717|1
209985297|209985297|1
209985297|209985297|1
209985297|282260925|1
209985297|282265321|1
209985297|282274991|1
209985297|282279127|1
209985297|282283208|1
209985297|282299550|1
209985297|282300543|1
209985297|282300999|1
210401893|210401893|1
210401893|210401893|1
210401893|282657636|1
210401893|282663308|1
210401893|283767147|1
210401893|283855305|1
210401893|287276432|1
210401893|287289409|1
210401893|299751133|1
210633476|210633476|1
210633476|210633476|5
210633476|289898404|1
210633476|289963401|1
210633476|300857263|5
211220372|211220372|1
211220372|211220372|1
211220372|283600176|1
211220372|284374682|1
211220372|284424221|1
211220372|285388616|1
211467228|211467228|1
211467228|211467228|1
211467228|283973735|1
211467228|284000358|1
211467228|284504184|1
211467228|284550182|1
211467228|284709933|1
211467228|284793789|1
211467228|285369125|1
211467228|285806658|1
211467228|286751680|1
211467228|286774852|1
211467228|286802604|1
211467228|286867387|1
211857576|211857576|1
211857576|211857576|1
211857576|284132207|1
211879983|211879983|1
211879983|211879983|1
211879983|284153146|1
211879983|284156456|15
212377506|212377506|1
212377506|212377506|1
212377506|285141024|1
212377506|287299287|1
212377506|287348957|1
212377506|287682760|1
212461634|212461634|1
212461634|212461634|1
212461634|284788256|1
212461634|287722378|1
212461634|287737206|1
212461634|287797435|6
212461634|287820623|1
212461634|287832413|1
212461634|288302224|1
212461634|288348832|1
212461634|288363588|1
212776239|212776239|1
212776239|212776239|1
212776239|285084001|1
212837021|212837021|1
212837021|212837021|1
212837021|285148250|1
212975694|212975694|1
212975694|212975694|1
212975694|286124732|1
212975694|286160689|1
212975694|287792170|1
212975694|288776224|1
212975694|289090817|1
212975694|307119276|1
213109957|213109957|1
213109957|213109957|1
213109957|285491699|1
213109957|285513151|1
213109957|285964470|1
213109957|286585611|1
213109957|286668979|1
213109957|287457275|1
213109957|289257403|1
213109957|290049107|1
213109957|417954017|1
213191923|213191923|1
213191923|213191923|1
213191923|285864046|11
213191923|285905585|1
213601404|213601404|1
213601404|213601404|1
213601404|378104795|1
214424043|214424043|1
214424043|214424043|1
214424043|287021857|1
214424043|288443973|1
214424043|288445222|1
214424043|288455169|1
214424043|379435534|2
214424043|379435534|3
214424043|379532057|19
214424043|379798142|19
214424043|379825422|2
214424043|379825422|3
214424043|379836869|2
214424043|379951473|1
214424043|381118794|1
214424043|381119976|1
214528413|214528413|1
214528413|214528413|1
214528413|286882016|1
214528413|286890303|1
214528413|286891794|1
214528413|286900161|1
214718000|214718000|1
214718000|214718000|1
214718000|287091079|1
214718000|287093332|1
214718000|287102332|1
214718000|287147301|1
214718000|287279985|1
215079799|215079799|1
215079799|215079799|1
215079799|306862397|1
215079799|306893150|1
215079799|340930405|1
215530408|215530408|1
215530408|215530408|10
215530408|215530408|19
215530408|288190577|1
215905813|215905813|1
215905813|215905813|1
215905813|288248720|1
215905813|288351948|1
215905813|294392917|1
215905813|339882048|1
215905813|344596971|1
215905813|504741232|1
216110928|216110928|1
216110928|216110928|1
216121758|216121758|1
216121758|216121758|1
216121758|288546992|1
216178067|216178067|1
216178067|216178067|1
216178067|388428365|1
216178067|396808962|1
216178067|397005778|1
216178067|402320748|1
216178067|402337180|1
216178067|413934675|1
216178067|420302117|1
216195514|216195514|1
216195514|216195514|1
216195514|288546499|1
216195514|288593005|1
216195514|288612739|1
216195514|288618268|1
216195514|288725153|1
21636617|21636617|1
21636617|21636617|1
21636617|30966528|1
21636617|31075788|1
21636617|45753603|10
21636617|45763605|1
21636617|46536250|1
21636617|46616126|1
21636617|46636170|1
21636617|46771236|1
216391207|216391207|1
216391207|216391207|2
216391207|288687789|1
216620405|216620405|1
216620405|216620405|1
217516387|217516387|1
217516387|217516387|1
217516387|289767402|1
217516387|289884282|1
217516387|289902848|1
217516387|290336992|1
217516387|290338719|1
217516387|292156629|1
217516387|297783380|1
217516387|298535326|1
217881085|217881085|1
217881085|217881085|1
217881085|293627451|1
217881085|293630263|1
217881085|293682679|1
218050939|218050939|1
218050939|218050939|1
218106618|218106618|1
218106618|218106618|1
218106618|290327741|1
218106618|290392009|1
218325894|218325894|1
218325894|218325894|10
218325894|290553366|1
218325894|290556162|1
218591048|218591048|1
218591048|218591048|1
218591048|290803924|1
218591048|290843153|1
218591048|290844813|1
218591048|290846566|1
218591048|290869099|1
218591048|290894450|1
218591048|290896478|1
218591048|290906141|1
218707574|218707574|1
218707574|218707574|1
218707574|290945124|1
218707574|290959502|1
218707574|290959603|1
218744814|218744814|1
218744814|218744814|1
218744814|291097604|1
218744814|291920165|1
219285980|219285980|1
219285980|219285980|1
219285980|291559802|1
219285980|291561162|1
219285980|291563932|1
219285980|291566540|1
219285980|291579660|1
219285980|293081005|1
219973085|219973085|1
219973085|219973085|1
220688117|220688117|1
220688117|220688117|5
220743539|220743539|1
220743539|220743539|1
220743539|293060306|1
220743539|293080694|1
220743539|341369172|2
220971928|220971928|1
220971928|220971928|1
220971928|293287536|1
220971928|293291353|1
221506045|221506045|1
221506045|221506045|1
221506045|300886167|1
221506045|301150367|1
221506045|301153492|1
221506045|301208444|15
221506045|301208880|1
221506045|301837999|1
221506045|304141322|1
221506045|304142203|1
221506045|304553461|1
221506045|304559775|1
221506045|304705763|1
221506045|304782750|1
221506045|304808794|1
221506045|305073921|1
221506045|339512179|1
221506045|339544316|1
221506045|349377063|1
221506045|368691947|1
221506045|368993562|1
221506045|369051054|1
221506045|369059533|15
221506045|369160358|1
221506045|369420515|1
221506045|370090050|1
221506045|370267627|1
221506045|370983100|1
221506045|371006859|1
221506045|371248565|1
222102098|222102098|1
222102098|222102098|19
222102098|294447171|1
222102098|294464460|1
222102098|294501743|1
223408951|223408951|1
223408951|223408951|1
223408951|296271154|10
223408951|296647851|1
223408951|297031212|10
223408951|297034690|1
223408951|297420763|1
223408951|297422336|1
223408951|297442016|1
223408951|297819011|10
223408951|297819011|15
223408951|301144156|1
223408951|301986672|1
223408951|302191155|1
223408951|302296745|1
223408951|302512311|10
223408951|302682348|1
223408951|302786329|10
223408951|302982976|1
223408951|302993902|1
223408951|303064748|1
223408951|303307017|1
223408951|303461500|1
223408951|303462803|1
223408951|303532910|1
223408951|303545819|1
223408951|303744629|1
223408951|303869984|1
223408951|304236931|1
223408951|304647563|1
223576607|223576607|1
223576607|223576607|2
223576607|223576607|10
223576607|334263849|1
223576607|334266670|1
223895877|223895877|1
223895877|223895877|10
223895877|296778059|1
224697008|224697008|1
224697008|224697008|1
224697008|297712387|1
224697008|297734074|1
224697008|297793358|1
224697008|298089666|12
224697008|298118036|1
224697008|299423098|1
224697008|304831325|1
224976678|224976678|1
224976678|224976678|1
224976678|297904594|1
224976678|298026064|1
224976678|298396788|1
225545651|225545651|1
225545651|225545651|1
225545651|298469669|1
22563297|22563297|1
22563297|22563297|1
22563297|28503173|1
22563297|28513144|1
22563297|28740222|1
22563297|40864894|14
22563297|42721152|1
22563297|42731310|1
22563297|241933451|1
22563297|262883480|1
22563297|262896641|1
22563297|300041241|7
22563297|300075222|1
22563297|493510939|1
22563297|496013837|1
226123000|226123000|1
226123000|226123000|1
226123000|299117533|1
226123000|299211715|1
226123000|299223063|1
226123000|299224524|1
226123000|299238203|1
226123000|299244108|3
226130523|226130523|1
226130523|226130523|1
226130523|299223310|1
226130523|300351928|1
226130523|300432461|1
226130523|321652742|1
226683993|226683993|1
226683993|226683993|1
226683993|299568468|1
226683993|299569893|1
226683993|299579481|1
227472107|227472107|1
227472107|227472107|1
227472107|344597003|1
227816378|227816378|1
227816378|227816378|12
227816378|303364821|1
228044781|228044781|1
228044781|228044781|1
228044781|301251251|1
228106169|228106169|1
228106169|228106169|1
228106169|300903594|1
228106169|301834076|1
228106169|302242291|1
228106169|303895745|1
228106169|304086027|1
228106169|312318079|1
228106169|312612256|1
228106169|312739607|1
228106169|312789533|1
228106169|312797935|1
228106169|312843558|1
228106169|312919026|1
228106169|315361747|1
229825697|229825697|1
229825697|229825697|1
229825697|302786709|1
229825697|302843057|1
229998344|229998344|1
229998344|229998344|1
229998344|302739620|1
230597371|230597371|1
230597371|230597371|1
230597371|307907320|1
230597371|307947022|1
230597371|307951923|1
230597371|308099884|1
230597371|308106087|1
230597371|309698236|2
230597371|309779196|1
230597371|309824591|1
230597371|310173311|4
230597371|311043603|1
230597371|311046253|1
230597371|311116976|1
230597371|312464618|4
230597371|312466036|1
230597371|312489148|1
230597371|312495175|1
230597371|312515039|1
230597371|312515234|1
230597371|312517096|1
230597371|312520938|1
230597371|313768351|4
230597371|314035747|1
230597371|314562224|1
230597371|350564239|1
230978633|230978633|1
230978633|230978633|1
230978633|385742966|1
231199744|231199744|1
231199744|231199744|21
231199744|304809945|2
231199744|304809945|4
231199744|304809945|16
231199744|306545294|1
231199744|366237006|1
231395956|231395956|1
231395956|231395956|1
231396661|231396661|1
231396661|231396661|1
231396661|304066352|1
231396661|304071867|1
231396661|304084146|1
231396661|304092394|1
231396661|304099912|1
231396661|304104307|1
231396661|304105538|1
231396661|304109937|1
231396661|304140864|1
231396661|304142840|1
231396661|304998192|1
231396661|305009569|1
231396661|305287747|1
231396661|334142484|1
231396661|378109661|1
231486581|231486581|1
231486581|231486581|1
231619494|231619494|1
231619494|231619494|20
231619494|304350339|1
231619494|304356129|1
231619494|304357264|1
231619494|304359098|1
232099969|232099969|1
232099969|232099969|1
232099969|305466048|1
232099969|305466966|1
232443905|232443905|1
232443905|232443905|1
232443905|305282055|1
232443905|305396073|1
232443905|305419674|1
232443905|306112575|1
232443905|306398869|1
232443905|306405476|1
232443905|306418501|1
232443905|306448073|1
232443905|306688772|1
232443905|307186289|1
232443905|307195056|1
232443905|307262078|1
232443905|307333910|1
232443905|307458927|1
232443905|307693375|1
232443905|307744092|10
232443905|308010410|1
232443905|308064082|1
232443905|308287358|15
232443905|308320045|1
232443905|308541346|1
232443905|308593305|1
232443905|309515496|1
232443905|309580117|1
232443905|309816513|1
232443905|309827145|1
232443905|309908664|1
232443905|311044437|1
232443905|311212828|1
232443905|312559047|1
232443905|312785171|1
232443905|313252502|1
232443905|313259692|1
232443905|313293816|1
232443905|313452917|1
232443905|313684858|1
232443905|313978368|2
232443905|313978368|10
232443905|313981594|1
232443905|314650035|1
232443905|315363136|1
232532573|232532573|1
232532573|232532573|1
232532573|305158610|1
232532573|305160248|1
232532573|305164373|1
233572754|233572754|1
233572754|233572754|21
233572754|306358526|1
233572754|340206428|1
233798578|233798578|1
233798578|233798578|12
233798578|378112741|1
233870453|233870453|1
233870453|233870453|1
233870453|307180500|1
233870453|307642016|1
233870453|307651966|1
233870453|307778157|1
233870453|308671096|1
233870453|308836814|1
233870453|308959146|1
233900100|233900100|1
233900100|233900100|21
233900100|308663618|21
233900100|309555619|1
233925938|233925938|1
233925938|233925938|1
233925938|308176601|1
233925938|308241273|1
233925938|308396696|1
234191941|234191941|1
234191941|234191941|1
234695102|234695102|1
234695102|234695102|1
234695102|307328238|1
234695102|307352061|1
234695102|307359289|1
234695102|307359392|1
234695102|307437639|1
234695102|307445331|1
235203193|235203193|1
235203193|235203193|5
235203193|307813268|1
235510504|235510504|1
235510504|235510504|1
235510504|312458339|1
235510504|312934827|1
235861609|235861609|1
235861609|235861609|1
235861609|308470242|1
235861609|308488996|1
235861609|308520061|1
235861609|308524189|1
235882810|235882810|1
235882810|235882810|10
235974874|235974874|1
235974874|235974874|1
235974874|308529491|1
235974874|308599675|1
235974874|319358164|1
235974874|322820195|1
235974874|324110040|1
236199582|236199582|1
236199582|236199582|5
236199582|308878597|1
236199582|308880636|1
236309048|236309048|1
236309048|236309048|10
236309048|311007147|1
236309048|311085817|1
236309048|312310056|1
236309048|314594478|1
236309048|314614472|1
236309048|314734993|1
236309048|314893949|1
236309048|315014073|1
236309048|315181364|1
236309048|319718620|1
236309048|319922370|1
236420858|236420858|1
236420858|236420858|19
236420858|310777582|1
236420858|310778213|1
236420858|311007964|1
236420858|311015728|1
236420858|311042158|1
236420858|312418601|1
236420858|315511201|1
236420858|316908885|1
236420858|319722013|1
236662321|236662321|1
236662321|236662321|6
236662321|468491661|1
237012861|237012861|1
237012861|237012861|1
237012861|309665136|1
237012861|309870174|1
237012861|310364097|1
237012861|312130720|1
237012861|313807224|5
237012861|313807224|10
237012861|314052898|5
237276928|237276928|1
237276928|237276928|1
237276928|318396574|1
237302714|237302714|1
237302714|237302714|1
237302714|310747438|1
237302714|310904673|1
237302714|311009921|1
237302714|311086631|1
237596533|237596533|1
237596533|237596533|1
237596533|310737402|1
237596533|313097671|1
237663875|237663875|1
237663875|237663875|1
237663875|318937521|1
238671304|238671304|1
238671304|238671304|1
238671304|311186433|1
239560544|239560544|1
239560544|239560544|19
239560544|312094800|1
239560544|312917724|1
239560544|312917773|1
239560544|314671309|1
239560544|314767077|1
239560544|316968163|1
239560544|316972930|1
239560544|317079253|1
239560544|324353220|1
239560544|331833755|1
239560544|332601843|1
239560544|338929737|1
239560544|340481002|1
239560544|340484088|1
239560544|342813980|1
239601281|239601281|1
239601281|239601281|1
239601281|313998088|1
239601281|314622348|1
239601281|315466427|1
239601281|321325674|1
239601281|321426964|1
239601281|322090809|1
239601281|322553566|1
239601281|322554416|1
239601281|322557417|1
239679387|239679387|1
239679387|239679387|1
240439730|240439730|1
240439730|240439730|1
240439730|312895194|1
240439730|313584774|1
240439730|313735335|1
240439730|313738855|1
240439730|378112113|1
240452789|240452789|1
240452789|240452789|1
240452789|318850060|1
240452789|318884414|1
240452789|321975340|1
240452789|342990919|1
240452789|356405174|1
240683724|240683724|1
240683724|240683724|1
240683724|317901276|1
240683724|317971028|1
240683724|324105723|1
240683724|324786562|1
241245289|241245289|1
241245289|241245289|2
241245289|241245289|3
241245289|241245289|10
241632591|241632591|1
241632591|241632591|1
241632591|350416221|1
241838792|241838792|1
241838792|241838792|5
241838792|314236784|1
241838792|315357665|1
241838792|342151825|1
241838792|342315686|5
242139774|242139774|1
242139774|242139774|2
242139774|314539246|1
242139774|314736322|1
242139774|314736510|2
242139774|315039304|2
242139774|316826120|2
242139774|316826120|4
242139774|317272485|1
242139774|317273059|2
242139774|318115939|15
242139774|330509850|1
242139774|330675165|1
242139774|330788054|1
242360361|242360361|1
242360361|242360361|1
242360361|314793763|1
242360361|314798304|1
242360361|314801178|1
242360361|314826551|1
242360361|314905971|1
242360361|314908370|1
242378760|242378760|1
242378760|242378760|1
242378760|316061628|1
242378760|436866962|1
242587743|242587743|1
242587743|242587743|2
242587743|314995684|3
242991931|242991931|1
242991931|242991931|1
242991931|315357546|1
242991931|315359213|1
242991931|315359602|1
242991931|320234134|1
242991931|324873953|1
242991931|344278197|1
242992914|242992914|1
242992914|242992914|1
242992914|346007612|1
242992914|385743707|1
243124909|243124909|1
243124909|243124909|1
243124909|315702074|1
243124909|327923884|1
243124909|329618816|1
243124909|329721875|1
243124909|329725798|1
243124909|329726014|1
243124909|329727990|1
243124909|329834271|1
243124909|329841430|1
243124909|330234477|1
243124909|330364321|1
243124909|330475390|1
243124909|330621330|1
243124909|330945377|1
243124909|330986804|1
243124909|331110734|1
243124909|331110953|1
243136496|243136496|1
243136496|243136496|1
243136496|315700796|1
243136496|315732947|1
243415376|243415376|1
243415376|243415376|1
243415376|315775070|1
243415376|317713765|10
243415376|319431439|1
243415376|340480297|1
243415376|345352887|4
243415376|399387868|1
243415376|399411048|1
243415376|418008007|1
243415376|420433684|1
243418952|243418952|1
243418952|243418952|1
243418952|327272293|1
243418952|341266373|10
243418952|341418487|1
243418982|243418982|1
243418982|243418982|10
243418982|315777108|1
243494403|243494403|1
243494403|243494403|1
243494403|316216393|1
243494403|316235580|1
243494403|316400103|1
243494403|316409713|1
243824595|243824595|2
243824595|243824595|2
243824595|316308789|2
243824595|316334825|2
243824595|316334874|1
243824595|316992319|2
243824595|316992319|6
243824595|316992319|10
243824595|346093654|1
244113248|244113248|1
244113248|244113248|1
244113248|335795264|1
244465766|244465766|1
244465766|244465766|1
245036878|245036878|1
245036878|245036878|1
245364525|245364525|1
245364525|245364525|1
245364525|317703901|1
245364525|317742889|1
245364525|317766757|1
245364525|318028935|1
245474090|245474090|1
245474090|245474090|1
245474090|335521827|1
245554810|245554810|1
245554810|245554810|1
245554810|317892755|1
245554810|317899740|1
245554810|317970618|1
245564487|245564487|1
245564487|245564487|1
245564487|317903263|1
245564487|425548985|1
245730162|245730162|1
245730162|245730162|1
246115548|246115548|1
246115548|246115548|10
246115548|326655731|10
246115548|327628016|1
246328162|246328162|1
246328162|246328162|6
246328162|318648333|4
246328162|378117392|1
246560405|246560405|1
246560405|246560405|6
246560405|319291759|1
246595476|246595476|1
246595476|246595476|1
246595476|319045702|1
246595476|319291453|1
246617688|246617688|1
246617688|246617688|1
246617688|318939634|1
246617688|318943655|1
246617688|319227726|1
246617688|319256927|1
246617688|323184444|1
246617688|323514328|1
247145387|247145387|1
247145387|247145387|1
247145387|324522760|10
247145387|324525239|10
247145387|324613928|1
247145387|324614748|1
247145387|324681623|1
247145387|329568928|1
247145387|334568152|1
247145387|334604359|1
247145387|386351536|1
247153397|247153397|1
247153397|247153397|1
247153397|319450738|1
247153397|320042639|1
247153397|323415440|2
247153397|323415440|10
247153397|325957151|1
247153397|325975641|10
247153397|325979774|1
247153397|326081295|1
247153397|326550562|1
247153397|327856159|1
247153397|423886413|1
247373236|247373236|1
247373236|247373236|1
247373236|319668057|1
247373236|319701333|1
247373236|319706837|1
247373236|319708446|1
247373236|319708913|1
247373236|319788642|1
247373236|320197471|1
247373236|320287046|1
247373236|325203028|1
247464341|247464341|1
247464341|247464341|1
247464341|390280774|1
247464341|390959642|1
247464341|390990740|1
247471611|247471611|1
247471611|247471611|1
247471611|319755183|1
247471611|319760173|1
247471611|321294247|1
247841870|247841870|1
247841870|247841870|1
247841870|340203685|1
247844147|247844147|1
247844147|247844147|1
247844147|320466697|1
247844147|378873741|1
248105213|248105213|1
248105213|248105213|1
248105213|322100483|1
248105213|322123987|1
248105213|322282248|1
248105213|322332695|1
248105213|322333678|1
248105213|324383536|1
248138908|248138908|1
248138908|248138908|1
248138908|320379949|1
248192785|248192785|1
248192785|248192785|1
248192785|320451931|1
248192785|320480215|1
248192785|378116818|1
249214917|249214917|1
249214917|249214917|2
249214917|249214917|16
249214917|321433303|2
249214917|321484047|16
249215690|249215690|1
249215690|249215690|2
249215690|321482741|1
249216099|249216099|1
249216099|249216099|2
249216099|321434645|2
249216099|321482213|1
249316862|249316862|1
249316862|249316862|2
249316862|249316862|15
249316862|321526845|1
249316862|321527829|1
249316862|321551514|1
249316862|322600248|1
249579585|249579585|1
249579585|249579585|2
249579585|249579585|3
249579585|321767524|1
249579585|321770903|1
249991689|249991689|1
249991689|249991689|10
249991689|322475514|1
249991689|332524988|19
249991689|332533767|1
249991689|332544019|1
249991689|332544355|1
250131717|250131717|1
250131717|250131717|10
250131717|322307061|1
250513249|250513249|1
250513249|250513249|1
250513249|322701582|1
250860330|250860330|1
250860330|250860330|1
251021341|251021341|1
251021341|251021341|1
251397197|251397197|1
251397197|251397197|1
251397197|323518245|1
251397197|323749650|1
251397197|323775005|1
251397197|323881456|1
251397197|324001880|1
251397197|340202786|1
251400531|251400531|1
251400531|251400531|1
251400531|323508390|1
251400531|323902870|1
251400531|324145164|1
251438065|251438065|1
251438065|251438065|1
251438065|324114682|1
251438065|324117735|1
251440760|251440760|1
251440760|251440760|1
251440760|324165039|1
251440760|324368240|1
251440760|324520929|1
251440760|378123486|1
252238492|252238492|1
252238492|252238492|5
252238492|326930952|1
252238492|330297594|1
252238492|330514465|1
252238492|382259959|5
252238492|403301663|5
252238492|403301663|19
252238492|403369199|1
252238492|403423832|1
252238492|403429501|1
252238492|403610244|1
252238492|403736004|1
